﻿id,Tweet,Dialect
2505,"""الكلب اللي عم يولوح بدنبو بكون بدو يلعب يا اغبياء معقول شيرطه بلديه تخالف القانون وما حدا يتدخل""",Lebanese
2506,"""صباحالخير لكل حدا مغصوب يعمل شي ما بدو ياه متلي""",Lebanese
2507,"""ليش ما بدو يسمع عيطي عليه""",Lebanese
2508,"""طيب كله بدو يحكي وفظاعه في بلبنان مليون محلل سياسي من حمله الدكتوراه وخبراء بكل شي بتستحلي العين""",Lebanese
2509,"""ه معك حق اللي بدو ينزل صور شي طيب بدي يوزع عالحاضرين شو هيك حرقصه وبس يسعد اوقاتك""",Lebanese
2510,"""لبنان بدو يعمل مصالحه جبل بالقوه ومع الاطراف الاقليه ويفرض علي الشعب انجاز مبهبط لعلمك معالي الوزير المصالحه صارت وانتهت الحرب وحرب الجبل صارت بالجبل فوق مش بخلده واطرافها معروفه والزعامه ما بتجي بالقوه ابدا ونصيحه منا كلنا سميها مصالحه شط البحر""",Lebanese
2511,"""وبكرا التمسخر يلي بدو يصير هو زياده اعلام علي تمثيليتهم""",Lebanese
2512,"""موتو بغيرتكم وبحقدكم وبهبلكم انتو زغار ورح تضلو زغار من الاخر جبران جالط الكبير فيكم والزغير ويلي مقمط بالسرير ومعلمك المجرم بدو يموت فقع من مرض العظمه ودورا قوات""",Lebanese
2513,"""الكبير بدو يستوعب الصغير دايما الله بعين""",Lebanese
2514,"""في واحد قال بدو يرد حقوق المسيحيي لانو كان بايع نصها وراهن الباقي""",Lebanese
2515,"""اسمو بس بدو مشروع قانون لاقرارو""",Lebanese
2516,"""ماي فريند سمعت شو بدو يعمل فيك يورغو فلاس يورفريند""",Lebanese
2517,"""صار الكبير والصغير والمقمط بالسرير بدو يتصدي لمواقف وقرارات وتحالفات بتاخدها قياده حزب عنده نفوذ من بحر قزوين للبحر المتوسط انت واياها كبر حجم التلفون وسرعه الانترنت وحجم المتابعين ما بيعملوكي محللين استراتيجيين خفوها""",Lebanese
2518,"""بدو مين يعاقبو""",Lebanese
2519,"""لو الرءيس بدو يصفي حساب مع حدا كان تركوا يعفن بالحبس لجعجع شو صايرلك يا ابو صطيف كان رجع زتوا بالحبس متل ما شايفني و شايفك""",Lebanese
2520,"""حكي عن حالك وما خصك بغيرك يا حثاله المجتمع ومش كل صرمايه بدو يفوت ويغلط بحق الوزير فخليك محترم حالك يا ولد""",Lebanese
2521,"""خيي ايلي شو بدو الواحد يحكي مهرجين بسيرك الخوات""",Lebanese
2522,"""بس مشكله السوريين انو بيتسابقوا مين بدو يكسب رضا بيت الاسد و لو علي حساب اخوه و ابوه يصطفلوا مع انو نحنا اكتر ناس اكلناها من حرب سوريا لانو كمان عنا حيوانات بدا رضا بشار عليها و لو علي حساب وطنها""",Lebanese
2523,"""ولمن سعد مش قادر يدير شركه كيف بدو يدير شءون بلد بس نقول عنهم فاشلين وفاسدين وبلا ضمير صدقونا اوفي الاجير اجره قبل ان يجف عرقه بس هودي اكلين مال الشعب مارح تعصي عليهن ياكلوا حقوق كم موظف""",Lebanese
2524,"""هو مدعيي بناء الدوله وزراء القوات ما فاتو علي محل الا وخربوه وبيحكو بالاصلاح والشفافيه ومكافحه الفساد بس كيف لقاتل ومجرم حرب بدو يحارب الفساد كيف""",Lebanese
2525,"""تويتغيرقابلنقاش لي بدو يناقشني بالمقاومه ما ح ناقشو بل ح العن افطاسو بالطريقه المناسبه مش لاني ما بعرف ناقش بس لانو النقاش بالمقاومه حرام""",Lebanese
2526,"""تعرف حماقه الرجل في ثلاث في كلامه في ما لا يعنيه وجوابه عما لا يسال عنه وتهوره في الامور هيدا بالنسبي للرجل بس شو بدو الواحد يعتبرك""",Lebanese
2527,"""شو بدو يشوف""",Lebanese
2528,"""بدو يخلص علي لبنان هو و صهرو""",Lebanese
2529,"""اي قانون بدو التطبيق بقوه علي الارض""",Lebanese
2530,"""كيف بدو يركز الواحد بالشغل ما عم فيي اشتغل""",Lebanese
2531,"""صباح النور يا حبيب قلبي وليد البلد كلو منو زابط بلنسبه لا وزراء القوات عم يشتغلو قد ما فيهن عم وقفو الهدر والسرقات اصلا البلد كلو بدو نفضه حقيقيه الحاكم الا ول هو حزب الله والعليه المالكه تنفيذ اوامرو لا اكتر ولا اقل والباقي انت بتعرف شو عم يعملو""",Lebanese
2532,"""ماشي الحل الواضح كل معروف وبا بدو سكر الحدود""",Lebanese
2533,"""ما عاش الي بدو يصلحلك""",Lebanese
2534,"""حاج تكب زيت عالنار خلي كل حدا يتصرف متل ما بدو ولو""",Lebanese
2535,"""بيان رقم الشعب بدو""",Lebanese
2536,"""ما هيي المشكله وين لو فرضنا جبران قبل يتعلم الصدق والتهذيب والرجوله من وين بدو يتعلمن من مدرسه التيار""",Lebanese
2537,"""هلق اذا واحد بدو يتغزل بوحده عامله شي عشرين عمليه تجميل بقلها شو هل القمر الصناعي مثلا""",Lebanese
2538,"""العالم معجوقين هاليومين بتقرير طلع من السويد واعتمد لبنان كمضرب مثل بسوء اداره زبالته ودايرين حلقات النقاش مين بدو يسبق التاني تيتصدي لهالورقه العمل اللي قدم فيها باحث رءيته الخاصه حول سوء وضع""",Lebanese
2539,"""اكيد عون هو رءيس لبنان حزبالله و هو بيمشي متل ما بدو خامنءي""",Lebanese
2540,"""ما حدا بدو طبيب غيرك و بالمناسبهحتي كرسي فاضيه ما تركولك بمهرجانات جزين""",Lebanese
2541,"""يبعد عنها كل حدا بدو ياذيها""",Lebanese
2542,"""وليشبدو يعمي هيك""",Lebanese
2543,"""اجمالا بتصور اوضح من اي شي بقوله بالصف""",Lebanese
2544,"""ضميت الشيوعيين للمجموعه بالتويت فوق تخفش هول كنسيين اكتر شي""",Lebanese
2545,"""قمه الفسادشي بحزن واللهبعد لوين واصلين الله واعلم""",Lebanese
2546,"""لم اقل اللغه العربيه حتي الفرنسيه نقول اذا كنا نتحدث عن مءه امراه ورجل ما بيصير شي اذا منركز قبل ما نعلق""",Lebanese
2547,"""ركزو علي طريقه الالقاء ركزولي علي الشعر المستشعر ركزولي علي التحريك ضمه فتحه كسره لي ما في شي بمطرحو شو هاي مين هاي""",Lebanese
2548,"""كل شي حلو بيصير مع حدا بيحلي تفاصيله ونفسيته وشكله""",Lebanese
2549,"""والله يا مرا من وقت ما الله عطاني ياكي ما عاد استرجي اطلب منو شي""",Lebanese
2550,"""انت شخصيه عامه بطل التطاول عليك شي شخصي""",Lebanese
2551,"""شي حلو واكمش ايدها وقلها حبيبتي يا ريت فينا نبقي كل العمر هون بس مرتي بتصير تستعوقني""",Lebanese
2552,"""بل بالاحري ما بيلاقي انه بحاجه ليتدعي العلمنه خطابيا كل شي اله تاريخ المشكله مع اليسار بتبلش وقت ما يتصور انه هو وحده بما اكتسب من حيث امبرياليه معرفيه ياللي من حقه يارخ لغيره ومش العكس في استثناءات طبعا بس بشكل عام اليساريه الايديولوجيه واخواتها تبلطج في هذا الموضوع""",Lebanese
2553,"""هيي بتشمل كل شي""",Lebanese
2554,"""المرجعيه الدينيه منها شي يتجزا عن عقيده حزب الله بكل بساطه بدك ترفض الطاءفيه اهلا وسهلا بس انتبه انك ما تحط ع حزب واحد او تيار واحد لحاله بس لانه مش علماني وما بيلاقي انه بحاجه ليتعلمن""",Lebanese
2555,"""كل شي الماني بيكون من اجمل الاشيا بالعالم""",Lebanese
2556,"""هيدا شي وهيداك شي تاني الرب يسوع قال اسمعو اقوالهم ولا تفاعلو افعالهم بعدين شو في فرق بين السما والارض عم تحكي عن خادم الرعيه لا زم يطلع بي رعيتو شربل القديس طلع بي يسوع وصلا للناس كان معون شفاهم من امراضن المستعصيه فا رايت ما تدخلي بي هل موضوع لا من قريب هل التويت مش للسياسي""",Lebanese
2557,"""عنجدمشمعقول اللي عم يصير هني بيسرقونا ونحنا ساكتين هني ببهدلونا ونحنا ساكتين هني بشيلو اللقمه من تم ولادنا ونحنا ساكتين واخر شي منقول الحق ع مين بلابهدله""",Lebanese
2558,"""عاشورا قربت وعم نفكر نعمل اليوم العاشر في باحه البيت الابيض لتساعنا ما حدا الو مع صرمايتنا شي""",Lebanese
2559,"""مرحبا صار معكن شي جديد من الساعه لهلق""",Lebanese
2560,"""ليش في نسوان حياتها الزوجيه تعتير وبالسبا والجيم علي رجالها بتقضيها قر وبر وتنمير الزينه والانوثه علي طول لبرا وجوا بح ما في شي بالمره ما تقولولي ما في هيك نسوان علي هيك طرز البلد مليان وفي منهن""",Lebanese
2561,"""عنجدمشمعقول كيف السياسيين بيتنقلوا من وزاره للتانيه معقول هلقد ملمين بكل شي""",Lebanese
2562,"""تصوري ميرا كل ما بدي اعمل معاملي بدي اطلع عبيت الدين من بيروت خاصه اذا مستعجل عليها هلق صحيح مشوار حلو بس بالشتي مثلا بهدله منيح عندي شخص بحضرلي كل شي قبل ما اطلع""",Lebanese
2563,"""رياضه ومشي وراحه اعصاب انا وعم امشي تذكرت انو بهالمنطقه كان في شي اسمو مكب النورمانديوكان اعلي من كل جبال النفايات اللي موجوده بلبنان بس تقرر ردم البحر وابتكار مساحات جديده اختفي هالمكب بسحر ساحر واللي عم ينعمل بغير مناطق مخطط الو ومعروف لوين بدو يوصلبدن يردمو البحر""",Lebanese
2564,"""عنجدمشمعقول كل شي غالي الا الانسان رخيص بي لبنان""",Lebanese
2565,"""عمبتخايلك حامل قصب المص وانت عمتحكي معو وثاني شي انحجزت السياره اليوم معي بلمطار ه بكرا لطلعها ومنتواصل يا غالي""",Lebanese
2566,"""عنجدمشمعقول ندفع بكل شي فاتورتين""",Lebanese
2567,"""عنجدمشمعقول كل شي بالعكس بحياتنا""",Lebanese
2568,"""الاسم علي فخري المهنه فرامه اكل كل شي زين نتش منه نتشه واحده وما بده ياكله باي""",Lebanese
2569,"""انا اكتر شي بيخطر علي بالي كل ما حدا يذكرني انو عاشوراء قربت هي هاي لبتشوف حبيبها بالمجمع يا ربي سامحني""",Lebanese
2570,"""طفت الجو بدل ما تولعو هاي بحطوها اخر شي كرمال يشحطو الناس من ال""",Lebanese
2571,"""شي حلو ومستحيل ابو النور الك حق تكتب بس ما تحلم""",Lebanese
2572,"""ماكو شي""",Lebanese
2573,"""ماشي راح ننطر بس برايك في شي سمسره بالاعب او لا وبالنسبه الحارس الي استغني عنه عشان البطات ما فيها شي""",Lebanese
2574,"""يعني انت احكي بكل شي الا بهل موضوع""",Lebanese
2575,"""لكن العثمانين عملوا شي منيح للبنان""",Lebanese
2576,"""الله يحميكم ويخليكم لبعض يا رب احلي شي بالحياه هو الاهتمام والحب""",Lebanese
2577,"""شكرا الحمد لله نيتي كل العالم تعيش بسلام هاد هو التريخ ماجبت شي من عندي وهيك رسمو خطوط السياسه والدهاء السياسي انا ماجبت شي منعندي وشكرا للتمنيات الطيبه""",Lebanese
2578,"""نفس التفكير كل الوقت شي مره فكروا يعملوا جنينه لو ما العثمانيين عملوا جنينه الصنايع ما في عنا شجره ببيروت""",Lebanese
2579,"""اذا شي يوم صار اتفاق بين الحزب والاشتراكي فلازم ام سلطان تستلم الملف""",Lebanese
2580,"""طيب روح زبط وضع امك حبي واقل شي يكون هيك منطقك زباله ازا فان ل هيفاء يلا كده باي يا هبيله""",Lebanese
2581,"""حدا يناولني شي قشاط جلد مع بكله بوز رفيع""",Lebanese
2582,"""اتات النادر بصداقتك ينعاد عليك خيي الله يزيدك نجاح ويعطيك كل شي بتتمناه""",Lebanese
2583,"""برافو زياد عذبتو حالكن منيح لقيتو شي تعملو""",Lebanese
2584,"""اصلا اذا منضهر برا البيت منحس في شي غريب""",Lebanese
2585,"""والله ولي اسمو الله هي منا تصرف فردي هاد مخطط ليشعلو الخلاف بين الشيعه والمسيحيين ليشغلونا ببعض ويعملوا عملتن وقلبو بالتاريخ بتلاقو كل مصيبه بدون يمرقوها بيعملو شي يلهو الناس فيه""",Lebanese
2586,"""يعني ما بقي فيه شي يءكل بهالدنيا حتي ناكل التماسيح""",Lebanese
2587,"""ما شفتو شي الخير لقدام""",Lebanese
2588,"""ليش شفتيني علقت عالموضوع شي""",Lebanese
2589,"""انا ضد الرد علي ريهامسعيد باستخدام صورها بنيه فضحها ده بيعيد تقليد نفس الذكوريه والوساخه اللي هي بتروج له ده مش اسلوب ويا ريت اللي بيعمل كدا يوقف تقدر تفرض وتقاوم وتمسح بها الارض بصوت عالي وقوي من غير ما تتبني اسلوبها""",Lebanese
2590,"""ما عم اقدر ابلعك با زلمي شو زنخ وكمخ اي نوع بتتعاطيما حدا قال لك انك ما بتفهم وسامعها بتفهم ومصدق الخبريه""",Lebanese
2591,"""في حدا زنخ هديه حزب الله صاروخ وبقيه الاحزاب بتهديه""",Lebanese
2592,"""عم تحكي يا صديقي كانت حقبه كانت و السكين علي رقبتنا هلا مين كان حاملا للسكين ما بق يهم خلص باقيلنا الذكريات يلي عشناها يا خيي خدنا علي قد عقلاتنا و تركنا نتذكر حلمنا او شو رايك انت اليوم في دواعش و الناس رح تلحق كل واحد بيخلصك من داعش هيدي طبيعه الدني و اتذكر كل شهيد بطل""",Lebanese
2593,"""الصور بعتلي ياهم صديق من شوي قلي خربت الدني قدام الاطفال والناس""",Lebanese
2594,"""الاصح القول فقدوا اي احساس و نقطه الدني عم تشتي عندن علي مدار الفصول والايام""",Lebanese
2595,"""صوتي الك مبارح و اليوم و لتخلص الدني جبرانباسيل التيارينتخبرءيسه""",Lebanese
2596,"""ست الدني""",Lebanese
2597,"""اي اخر الدني""",Lebanese
2598,"""اولك اخر الدني""",Lebanese
2599,"""القوات تحصد الان ما زرعت من طعن وغدر في السنوات الماضيه ومساقبه انو الدني دولاب والاذي رح ينرد علي اصحابو بالسياسه بالتعيينات بالوزارات""",Lebanese
2600,"""الدولار مستقر علي سعره وبعض الصرافين بداوا يتداولون بسعر جديد وما شابه من باب تحقيق الربح واحداث حاله هلع فتشوا دوما عن هويه المستفيد من هكذا افعال لمعرفه السبب المشكل الي الان ليس في النقد بالرغم من التصنيف الاقتصادي المتراجع الدني ممكن فينا تهز لكن ما تنهار""",Lebanese
2601,"""انتي مره حكيتي عن الناصحه و المايو قامت القيامه عليكي الدني كلا وسايط""",Lebanese
2602,"""وينك يا باشا بنقو انو طاوشه الدني بغياب بيي ليش مين احن من الاب عا بنتو هول يلي بينزعجو مني يا بنات ما عندهم اب فقدوه يا رجال ما عندهم بنات""",Lebanese
2603,"""انشالله بينهار البلد و الليره و بتخرب الدني""",Lebanese
2604,"""من بعدك ما في حياه مش حلوه الدني""",Lebanese
2605,"""مصطفيحمدان ضيف عال اوتيفي بيكفي نذكر هالمزيج حتي تعبق ريحه الوساخه لاخر الدني بغض النظر عن سفاهه الضيف وسفاله المضيف بسهيك""",Lebanese
2606,"""الدني اذواق صديقي انا ما بتحملا""",Lebanese
2607,"""كل الدني صارت انتا هلا معك بدي كون""",Lebanese
2608,"""مسا الخير والنور والسرور والورد مار شربل لي حميع الناس من اين اتو ليباركهم وشفيهم من امراضهم كلمه البتول للعذراء مريم ام الدني والكون لتبارك خياتك وتحمي عاءلتك امين""",Lebanese
2609,"""لما بتكون مختوق من جوا ويجي حدا يغمرك ويشد بتحس انو بوجوده حدك بحاتها الدني ما رح تتغلب عليك يسهيك""",Lebanese
2610,"""انشالله كل ايامك عيد و يضلوا صوتك متلي الدني كلها و هل ضحكه يلي ع وجك ما تفارقك ابدا ينعاد عليك و عقبال الميه""",Lebanese
2611,"""شاغلهكلالناس وشاغله كل الدني وشاغله قلوبنا بحبها""",Lebanese
2612,"""صباح الخير ولبنان هوي كل الخير الصور بعدسه الصديق ساسين دكاش وطني يا جبل الغيم الازرق وطني يا قمر الندي والزنبقيا بيوت البيحبونا يا تراب اللي سبقونا يا زغير ووسع الدني يا وطني""",Lebanese
2613,"""اشتقنالك انت كمان بدنا ياكي ترجعي اغانيكي بعدن عم نسمعن ناطرين منك شي غنيه تهزي فيا الدني كللا منحبك""",Lebanese
2614,"""غريب الجنرال روكز عم يتقلب بكلامه وكانه او مهدد او موعود بشي كنت احترمه قد الدني بس للاسف خيب املنا معقول الحزب وعدك بالكرسي""",Lebanese
2615,"""شاغله قلوبنا بحبها و شاغله الدني و شاغلهكلالناس""",Lebanese
2616,"""يعني ما بتفيقي حارم من الساعه عم يكسر بلاط و يطوش الدني""",Lebanese
2617,"""فيك الطهر كل العمر بفوحجيوش الدني ما بتهدم حصونك""",Lebanese
2618,"""اد الكون صوتك اد الدني عزك الجبال قدام نغماتك بتنحني و المسرح لغيرك ما سجد""",Lebanese
2619,"""بضل تسالني عن اسمي وعن اسم بيي وايا بلده ما تحكم عليي ع طاءفتي او مذهبي او بلدتي او عيلتيانا من جماعه اللبنانيه اللي ما بيلحقو حدا سياسي ولا بينتمو لاي شخصيه دينيهيمكن كون احسن من كل اللي لاحقن وبتحبن وع فكره الضرب ما بيجي الا من الناس اللي مرافقن ماتحكمعليقبلماتعرفني""",Lebanese
2620,"""نحن ناس عصاميين صنعنا اسم عيلتنا بايدنا من ايام خال بيي الاستاذ سعيد فواز الله يرحمه ما تنسي انه هو اول حدا عمر المدرسه واول حدا جاب العلم عتبنين""",Lebanese
2621,"""في فواز فواز يا حسن غير بيي بالجامعه كان عندي استاذ اسمه كمان فواز فواز بس الله لا يوفقه طول عمره صيت بيت فواز من جدود جدودنا متل الفل""",Lebanese
2622,"""وينك يا باشا بنقو انو طاوشه الدني بغياب بيي ليش مين احن من الاب عا بنتو هول يلي بينزعجو مني يا بنات ما عندهم اب فقدوه يا رجال ما عندهم بنات""",Lebanese
2623,"""قلو يا بيي ما بدي نام حدك اليوم قلو افضل بتريحني من ريحه ضراطك""",Lebanese
2624,"""الاغلبيه بلبنان هي غالبيه صامته معليش ضاع عمر بيي و ضاع عمري و كهربا مافي لبنان بلد ما بيستاهل كل هالتضحيات""",Lebanese
2625,"""صباحو خيي خليل كنا منسال ستي ايمتي خلق بيي كانت تقول بموسم المشمش""",Lebanese
2626,"""صوره تخرس كل مفتن مفتري نازل صب زيت كل النهار عالتويتر تحيه لداليا وليد جنبلاط و فخامه بيي الكل الرءيس""",Lebanese
2627,"""يقال ان هذه الصوره في مدينه الالعاب فرح وهءلاء صبيه بين و عاما والصوره لمناسبه عيد الاضحي انا كان عمري لما ارغلت وبقيت استحي بيي يعرف لحد ما توفاه الله اذا ما صحت الصوره لنسال هل هذا المجتمع الجنوبي الذي نريده اين الاهل اصحاب المطعم اين الجميع""",Lebanese
2628,"""هاهاهاها بيي مترجم كان""",Lebanese
2629,"""بتتذكر انو كنت كل يوم متل اليوم توعيني قبل الضو عالصيد بتتذكر كنت تقلي انو عيد السيده هو بوابه ختام الموسم اليوم يا بيي الجعبه تجعلكت وريحه الضب تعمشقت عليا اليوم يا بيي الباروده عتبانه صارت""",Lebanese
2630,"""شعب معتر قابض حاله جد""",Lebanese
2631,"""معتر انا لو ليال""",Lebanese
2632,"""وهلاء نازل خبر انو بيرفض زياده النفقهحرام لويلي قلبي معتر مزنوق ما معو""",Lebanese
2633,"""ايه معتر مزنوق""",Lebanese
2634,"""انت مو محور الكون ف ازعل وانت ساكت""",Lebanese
2635,"""لا والله صدق سمعته بس مو كله ونسيت""",Lebanese
2636,"""ياجماعه الي حاط علي خل يقولي مو معقوله احبس نفسي بالبيت عشانه ابي اعيش ماابي اموت""",Lebanese
2637,"""يعني اذا الايراني اعتدي منحجين السعوديه الكل حجه وفضحهم بس هذولاك وهابيه وايران شيعه يعني ويانه بطريق الحسين مو وهابي يكره الحسين والمفروض الشيعي ميسويها لان من نفس المله""",Lebanese
2638,"""الي الناءب حكمت ديبوبما انك قررت اليوم اليوم مو مبارح ان تشتري لنفسك منتجات وطنيه فقط لا غير وبما انك تريد ان تكون قدوه للمواطنين والمواطنات هل تستطيع ان تترجم الدستور اللبناني الي اللغه اللبنانيه وتبيعنا ياه خلينا نبلش بالدستور يا رفيق حكمت""",Lebanese
2639,"""تبي رجال مو خكري""",Lebanese
2640,"""اعتقد ان اكبر اهانه للتين تكمن في وضعه في اوعيه بلاستيكيه خلقت السلال المشبوكه من القصب للتين مو سطل بعد البويا احترام التين واجب شرعي علي كل مءمن ومءمنه وملحد وملحده""",Lebanese
2641,"""دعوه الي اعاده النظر في اللغه العربيه مزحهمواكتر""",Lebanese
2642,"""جسمك مو حلوو وتتشرطين كمان""",Lebanese
2643,"""مو كل الناس بتصلي اهم شيء في العباده النيه وماهي نيته القلب وما يحمله للناس الصدق مع النفس والناس سواء""",Lebanese
2644,"""الاداره صراحه تعاملها خاطء في موضوع سيلفا من البدايه تريد تبيع اللاعب ما اختلفنا بس مو من الضروري تعلنها علي الاعلام بهالشكل حتي نوصل لمرحله ان الصحافه تقول سيلفا هو المشكله الاكبر في ميلان وليس هناك اي فريق يريده الشيء الطبيعي هيك ان ولا فريق ياخده بمطالب الميلان""",Lebanese
2645,"""واخيرا الفنان المتواضع الاسمر ابو ضحكه جنان بيطل علينا ياليت حلقات مو حلقه واحده ما بتكفي نشبع منك الله يحميك ويحفظك""",Lebanese
2646,"""من الذين مو من الذي""",Lebanese
2647,"""هلق عنجد حلو الواحد لما يعرف قيمه حالو و انو هو دايما بيستاهل الافضل اي بس مو لما يكون مطعمي الناس هوا كمان بدو نقدره و نحترمه ه خراس""",Lebanese
2648,"""ما اعرف شو كانت فكرته الكاتب لكن اكيد انه مو غبي لهالدرجه فيه سبب ممكن يكون يتعلق بالسيناريو وسير الاحداث والفي لن يكون له اهميه او يمكن راي انه دوره كمحايد يبحث عن مصلحته الشخصيه اصبح مبتذل بالمسلسل نوعا ما""",Lebanese
2649,"""انت غيران من قنبر مو لان بعتولو و انت لا""",Lebanese
2650,"""عبدالله العماره البولنديه تاج راسك علي كل طز بالباطون والشرفات مو برنده يا بلكون""",Lebanese
2651,"""لا لا مو خلل بتركيبه وفلسفه دا خللك انتي لما اخترتي رفقاء اصدقاء دون بحث شخصيتهم وافعالهم وتكوينهم الاختيار قبل الصداقه مهم جدا""",Lebanese
2652,"""اكيد تقصديني انا اختي مو""",Lebanese
2653,"""العربيه طاءرات مجهوله تشن غارات علي مواقع لحزب الله العراقي في محافظه صلاح الدين""",Lebanese
2654,"""صفه الانبياء والاوصياء لكن نحنا مو مطبقين ولا شي بالظاهر نحنا مع الامام علي ومحسوبين عليه لكن الحقيقه نحنا مخباين بتيابنا لا عم نعطي الفقير احسن ماعنا ولا عم نغض البصر ولا عم نشتغل لرضا الرب لانو عم نرضي الناس يعني مظاهر ايمان وعمل قليل كتير""",Lebanese
2655,"""هي صديقه ضاره بس فكري كيف بيسير شكلك وريحتك مع التدخين بيترك عليك بصمه مو منيحه شكليا""",Lebanese
2656,"""لم القلب يعشق انسان بصدق بيعمل المستحيل مو بس بيركض""",Lebanese
2657,"""يا عيني عليكي هيدا الحكي السليم بيغض النظر عن اسباب الجميع الاغلبيه ما رجع انا يللي بيضايقني هوي انكار بعص الناس للاستحواذ السوري عالسوق اللبناني وبيقولولك مو صحيح لا صحيح ونص نحنا عايشين وشايفين الله يفرجها علينا وعليكم ويرزق الجميع""",Lebanese
2658,"""شو هادا الجهل لعنه الله عليها مو عاجبها هادا الحيوان تتركه وتروح وين ماتحب هادا كلب زير نساء مايستحق ان تموت روح من اجل سفالته الحيوان الله ينتقم منه""",Lebanese
2659,"""مو عاجبني شو هادا الجمال المثير يحملو سلاح لا لا سلاح المراه ترك الرجل يتودد يتوسل يقبل يديها روحه متعلقه بها وهيه تتركو وترحل دون ان تعطيه شيء""",Lebanese
2660,"""لا لا خطا اجمل شيء في الدنيا كلها انتي مو المصاري""",Lebanese
2661,"""اهداء الي كل واحد اسمه عليوام علي وابو علي واخت واخو علي وعمات وخالات علي وعمام وخوال علي وزوجه علي وبنت علي وولد علي هل تعلم ان علي من اروع الشباب عالميا واكثرهم شهامه و روعه ‼ من الاسر عندهم علي بالعاءله واللي ماعنده بالعاءله يراجع نفسه لان وضعه مو طبيعي""",Lebanese
2662,"""شمعني تنزلين في تويتر لش مو في مكان افضل او متخصص اكثر في الصور""",Lebanese
2663,"""عسي طيوفي نالت وصال عينك و عسي لعينك مايجي طيف ثاني ابسالك كانك تحس بشعوري خوفي انه مو طبيعي شعوري انا لنفسي كلي الا شعوري وش غير قلبي من عرفتك نساني""",Lebanese
2664,"""افغانيه مو طالبانيه""",Lebanese
2665,"""غرتي مو خلص خليكن سوا و خدوني انا اتبنوني""",Lebanese
2666,"""يمكن دمها خفيف او قلبها طيب او فيها تفاصيل حلوه مو بس الشكل يجذب""",Lebanese
2667,"""تظن الحب له معني اذا يبعد عن المعبود تره الماي الي ما يسفه صعب يروي عطش الورود اذا حبيت احد حبه باعز احساس واذا مو لله حبك لا تحب الناس المركب لو غاب يعود لمرساه هل تهجر مرساك ودربك تنساه لك الف مسير فلاين تسير""",Lebanese
2668,"""لا مو الوحيده مريض ذا ماسك جواله يصور ويمسك ايدهسبحان الله كذا العيال هنا ياحرام يصورونه البنات وانا لا ليه خلني افشله""",Lebanese
2669,"""رياح شماليه ستلطف الاجواء لكن لا تفرحوا كثيرا موجه لاهبه اتيه بهذا الموعد طقس لبنان""",Lebanese
2670,"""شو بكن يا عمي هيدا السنيوره مو حيله ولي عقامتي شو مهضوم الله وحدو اعلم قديس انا بحبو الله وكيلكم بحبو كره العمي قولكم هو عندو يقين ان الله موجود وبدو يجي يوم يتحاسب""",Lebanese
2671,"""وينهم الشباب يلي سمعنا صوتهم مبارح هاي ريا مو حيلا""",Lebanese
2672,"""بين و يوجد فارق كبير وزيرك امن فرص عمل مو وظاءف لعلك لا تعرف الفارق بين فرصه العمل والوظيفه وهو الفارق عينه بين و""",Lebanese
2673,"""انت بتحكي وانت حاط رجل علي التانيه لكن العالم بتحكي عن اشي عاشت غماره ونجاحه شي مو هين انك تخدم عدد يتجاوز الملايين بايام محدوده وغير هيك دوله ضابطه حدود بلدها ومعيشه شعبها في امان ومعطيه كامل الحقوق لابناءاها خارج الوطن لك شوف زباله بعض دول شو صايره وفوق هيك مافي حقوق""",Lebanese
2674,"""عدلوا الشوارع مو عارفين نصور سناب""",Lebanese
2675,"""لما اكون مو يعني فاضي""",Lebanese
2676,"""مين هاد عم ينبح ه العمي اذا صحيح""",Lebanese
2677,"""عم يدعي لانقلاب عالرءيس هيدا الخالص و ما حدا بيرد علي سطلتو رح يموت تلحس ما تضرس شنو هاد يا خوا روح تشقلب عالحجار بالجرد متل المعزايه شيل الفاقوس عن وبرك""",Lebanese
2678,"""شكرا الحمد لله نيتي كل العالم تعيش بسلام هاد هو التريخ ماجبت شي من عندي وهيك رسمو خطوط السياسه والدهاء السياسي انا ماجبت شي منعندي وشكرا للتمنيات الطيبه""",Lebanese
2679,"""والله ولي اسمو الله هي منا تصرف فردي هاد مخطط ليشعلو الخلاف بين الشيعه والمسيحيين ليشغلونا ببعض ويعملوا عملتن وقلبو بالتاريخ بتلاقو كل مصيبه بدون يمرقوها بيعملو شي يلهو الناس فيه""",Lebanese
2680,"""وين هاد الشارع مكان روعه""",Lebanese
2681,"""عبقري قوتجي جايه يبيع نموره عند بياع الحلو شنو هاد يا خوا""",Lebanese
2682,"""منو ذكر الرجال يلي بيحمي المرا ومابيعنف هاد عندوا نقص ومابيشوف حالو رجال الا لما بيعنف غيروا اي منو رجال بنوب هاد مختل عقليا""",Lebanese
2683,"""ه شو هل حب هاد يمكن هي ليزبيان""",Lebanese
2684,"""هاد الثريد في شهر فبراير الماضي تحدث علي انه ابو سلمان هوا نفسه ابو رفيق""",Lebanese
2685,"""مبسوطه لانو قلك انتي عاصمهقلبي هاد معناتو انو في محافظات يا هبله العوافي""",Lebanese
2686,"""هاد مرضان ه""",Lebanese
